nid,"	 ts","	 hum","	 light","	 mode","	 noise","	 press","	 steps","	 temp","	 mac","	 lat","	 lon",ac
200002,1439840755,83,4865,1,50,100400,8955,8955,NaN,1.33050563,103.8058034,NaN
200002,1439840765,81,4998,0,55,100443,8957,8957,NaN,1.33050563,103.8058034,NaN
200002,1439840866,80,5137,0,52,100457,8965,8965,NaN,1.33050563,103.8058034,NaN
200002,1439840876,79,5318,1,47,100465,8993,8993,NaN,1.33050563,103.8058034,NaN
200002,1439840918,79,5508,3,54,100421,9018,9018,NaN,1.33050563,103.8058034,NaN
200002,1439840984,78,5661,0,60,100412,9039,9039,NaN,1.33050563,103.8058034,NaN
200002,1439841490,78,5473,2,52,100396,9046,9046,NaN,1.33050563,103.8058034,NaN
200002,1439841885,80,5565,0,48,100400,9071,9071,NaN,1.33050563,103.8058034,NaN
200002,1439841895,78,5384,1,45,100385,9085,9085,NaN,1.33050563,103.8058034,NaN
200002,1439841905,76,5554,0,52,100387,9095,9095,NaN,1.33050563,103.8058034,NaN
200002,1439841915,76,5497,0,54,100374,9117,9117,NaN,1.33050563,103.8058034,NaN
200002,1439841925,75,5619,2,45,100378,9128,9128,NaN,1.33050563,103.8058034,NaN
200002,1439841935,74,5636,1,36,100420,9153,9153,NaN,1.33050563,103.8058034,NaN
200002,1439841945,76,5520,0,42,100373,9168,9168,NaN,1.33050563,103.8058034,NaN
200002,1439841955,77,5384,3,47,100395,9183,9183,NaN,1.33050563,103.8058034,NaN
200002,1439841965,75,5409,2,52,100372,9192,9192,NaN,1.33050563,103.8058034,NaN
200002,1439842366,74,5458,1,51,100383,9221,9221,NaN,1.33050563,103.8058034,NaN
200002,1439842941,73,5491,3,59,100371,9231,9231,NaN,1.33050563,103.8058034,NaN
200002,1439842951,73,5611,0,59,100391,9232,9232,NaN,1.33050563,103.8058034,NaN
200002,1439843336,71,5725,0,68,100364,9259,9259,NaN,1.33050563,103.8058034,NaN
200002,1439843428,70,5916,1,66,100378,9275,9275,NaN,1.33050563,103.8058034,NaN
200002,1439843762,68,5919,2,74,100399,9302,9302,NaN,1.33050563,103.8058034,NaN
200002,1439843772,69,5966,0,79,100413,9324,9324,NaN,1.33050563,103.8058034,NaN
200002,1439843891,70,5979,1,80,100417,9326,9326,NaN,1.33050563,103.8058034,NaN
200002,1439843901,71,5937,0,79,100458,9341,9341,NaN,1.33050563,103.8058034,NaN
200002,1439843911,70,6108,0,88,100437,9347,9347,NaN,1.33050563,103.8058034,NaN
200002,1439843921,70,6151,1,95,100453,9355,9355,NaN,1.33050563,103.8058034,NaN
200002,1439843931,69,6181,0,94,100433,9385,9385,NaN,1.33050563,103.8058034,NaN
200002,1439844232,70,6181,1,96,100447,9394,9394,NaN,1.33050563,103.8058034,NaN
200002,1439844242,68,6174,0,97,100474,9414,9414,NaN,1.33050563,103.8058034,NaN
200002,1439844252,67,6291,0,107,100434,9415,9415,NaN,1.33050563,103.8058034,NaN
200002,1439844808,68,6347,1,99,100429,9423,9423,NaN,1.33050563,103.8058034,NaN
200002,1439844818,66,6521,3,103,100419,9446,9446,NaN,1.33050563,103.8058034,NaN
200002,1439845408,67,6679,0,100,100391,9451,9451,NaN,1.33050563,103.8058034,NaN
200002,1439845418,67,6576,1,99,100398,9465,9465,NaN,1.33050563,103.8058034,NaN
200002,1439845428,67,6624,3,103,100412,9482,9482,NaN,1.33050563,103.8058034,NaN
200002,1439845438,65,6703,3,96,100404,9511,9511,NaN,1.33050563,103.8058034,NaN
200002,1439845714,64,6546,0,95,100421,9538,9538,NaN,1.33050563,103.8058034,NaN
200002,1439845724,66,6744,1,85,100438,9540,9540,NaN,1.33050563,103.8058034,NaN
200002,1439846091,66,6883,3,91,100412,9559,9559,NaN,1.33050563,103.8058034,NaN
200002,1439846101,65,6902,2,89,100453,9580,9580,NaN,1.33050563,103.8058034,NaN
200002,1439846111,66,6939,1,95,100456,9592,9592,NaN,1.33050563,103.8058034,NaN
200002,1439846343,65,6890,0,95,100473,9598,9598,NaN,1.33050563,103.8058034,NaN
200002,1439846353,65,6938,2,98,100478,9611,9611,NaN,1.33050563,103.8058034,NaN
200002,1439846363,66,6785,3,91,100497,9620,9620,NaN,1.33050563,103.8058034,NaN
200002,1439846625,67,6739,2,99,100516,9625,9625,NaN,1.33050563,103.8058034,NaN
200002,1439846635,68,6771,2,105,100511,9630,9630,NaN,1.33050563,103.8058034,NaN
200002,1439846645,66,6919,3,105,100512,9654,9654,NaN,1.33050563,103.8058034,NaN
200002,1439846839,67,6789,1,111,100491,9670,9670,NaN,1.33050563,103.8058034,NaN
200002,1439847289,67,6973,3,104,100523,9699,9699,NaN,1.33050563,103.8058034,NaN
200002,1439847375,67,7026,2,98,100554,9722,9722,NaN,1.33050563,103.8058034,NaN
200002,1439847960,68,7060,1,102,100588,9725,9725,NaN,1.33050563,103.8058034,NaN
200002,1439847970,67,7225,1,100,100552,9732,9732,NaN,1.33050563,103.8058034,NaN
200002,1439847980,66,7352,0,101,100573,9747,9747,NaN,1.33050563,103.8058034,NaN
200002,1439847990,68,7174,0,101,100557,9750,9750,NaN,1.33050563,103.8058034,NaN
200002,1439848000,67,7323,0,111,100542,9769,9769,NaN,1.33050563,103.8058034,NaN
200002,1439848262,67,7153,2,109,100494,9796,9796,NaN,1.33050563,103.8058034,NaN
200002,1439848702,65,7347,0,117,100536,9803,9803,NaN,1.33050563,103.8058034,NaN
200002,1439848712,67,7295,1,125,100544,9811,9811,NaN,1.33050563,103.8058034,NaN
200002,1439848910,68,7276,3,134,100517,9827,9827,NaN,1.33050563,103.8058034,NaN
200002,1439848920,70,7338,1,133,100552,9832,9832,NaN,1.33050563,103.8058034,NaN
200002,1439849232,69,7437,0,128,100528,9833,9833,NaN,1.33050563,103.8058034,NaN
200002,1439849242,68,7379,0,127,100536,9834,9834,NaN,1.33050563,103.8058034,NaN
200002,1439849252,69,7203,3,128,100542,9843,9843,NaN,1.33050563,103.8058034,NaN
200002,1439849262,68,7249,1,119,100536,9847,9847,NaN,1.33050563,103.8058034,NaN
200002,1439849272,70,7191,3,116,100555,9862,9862,NaN,1.33050563,103.8058034,NaN
200002,1439849499,69,7193,3,109,100523,9879,9879,NaN,1.33050563,103.8058034,NaN
200002,1439849509,68,7362,1,105,100561,9884,9884,NaN,1.33050563,103.8058034,NaN
200002,1439849519,69,7419,0,111,100533,9893,9893,NaN,1.33050563,103.8058034,NaN
200002,1439849749,70,7402,0,104,100511,9898,9898,NaN,1.33050563,103.8058034,NaN
200002,1439850129,70,7322,2,99,100468,9900,9900,NaN,1.33050563,103.8058034,NaN
200002,1439850139,68,7304,1,103,100462,9911,9911,NaN,1.33050563,103.8058034,NaN
200002,1439850149,70,7111,0,112,100492,9937,9937,NaN,1.33050563,103.8058034,NaN
200002,1439850159,69,7157,0,108,100460,9938,9938,NaN,1.33050563,103.8058034,NaN
200002,1439850169,70,7356,1,115,100442,9945,9945,NaN,1.33050563,103.8058034,NaN
200002,1439850179,69,7325,0,120,100447,9967,9967,NaN,1.33050563,103.8058034,NaN
200002,1439850189,71,7142,2,123,100449,9980,9980,NaN,1.33050563,103.8058034,NaN
200002,1439850199,73,7258,2,113,100447,10006,10006,NaN,1.33050563,103.8058034,NaN
200002,1439850209,74,7258,0,105,100460,10008,10008,NaN,1.33050563,103.8058034,NaN
200002,1439850219,75,7380,2,113,100463,10014,10014,NaN,1.33050563,103.8058034,NaN
200002,1439850229,75,7293,0,103,100449,10031,10031,NaN,1.33050563,103.8058034,NaN
200002,1439850364,77,7430,3,113,100448,10039,10039,NaN,1.33050563,103.8058034,NaN
200002,1439850374,76,7588,1,121,100429,10068,10068,NaN,1.33050563,103.8058034,NaN
200002,1439850384,76,7507,0,128,100473,10096,10096,NaN,1.33050563,103.8058034,NaN
200002,1439850394,78,7693,3,120,100484,10100,10100,NaN,1.33050563,103.8058034,NaN
200002,1439850404,78,7622,2,117,100479,10114,10114,NaN,1.33050563,103.8058034,NaN
200002,1439851003,76,7674,1,118,100495,10136,10136,NaN,1.33050563,103.8058034,NaN
200002,1439851233,75,7610,1,124,100513,10151,10151,NaN,1.33050563,103.8058034,NaN
200002,1439851243,75,7459,3,120,100470,10161,10161,NaN,1.33050563,103.8058034,NaN
200002,1439851340,76,7510,3,119,100434,10186,10186,NaN,1.33050563,103.8058034,NaN
200002,1439851350,75,7401,2,113,100399,10193,10193,NaN,1.33050563,103.8058034,NaN
200002,1439851360,76,7417,0,115,100370,10200,10200,NaN,1.33050563,103.8058034,NaN
200002,1439851370,76,7562,2,114,100416,10222,10222,NaN,1.33050563,103.8058034,NaN
200002,1439851380,77,7520,1,114,100376,10235,10235,NaN,1.33050563,103.8058034,NaN
200002,1439851510,76,7528,0,124,100334,10241,10241,NaN,1.33050563,103.8058034,NaN
200002,1439851520,76,7418,1,127,100331,10253,10253,NaN,1.33050563,103.8058034,NaN
200002,1439851950,78,7346,3,128,100325,10253,10253,NaN,1.33050563,103.8058034,NaN
200002,1439851960,77,7315,1,123,100363,10267,10267,NaN,1.33050563,103.8058034,NaN
200002,1439851970,78,7154,3,123,100338,10272,10272,NaN,1.33050563,103.8058034,NaN
200002,1439851980,79,7322,2,121,100313,10282,10282,NaN,1.33050563,103.8058034,NaN
200002,1439851990,78,7223,1,129,100296,10294,10294,NaN,1.33050563,103.8058034,NaN
200002,1439852000,79,7170,3,121,100328,10301,10301,NaN,1.33050563,103.8058034,NaN
200002,1439852010,78,7223,3,121,100351,10311,10311,NaN,1.33050563,103.8058034,NaN
200002,1439852020,78,7272,1,122,100369,10317,10317,NaN,1.33050563,103.8058034,NaN
200002,1439852030,78,7329,2,132,100398,10330,10330,NaN,1.33050563,103.8058034,NaN
200002,1439852040,79,7130,1,140,100425,10334,10334,NaN,1.33050563,103.8058034,NaN
200002,1439852489,80,7004,2,140,100384,10355,10355,NaN,1.33050563,103.8058034,NaN
200002,1439856089,81,6931,0,131,100368,10375,10375,NaN,1.33050563,103.8058034,NaN
200002,1439859689,82,6800,3,131,100400,10386,10386,NaN,1.33050563,103.8058034,NaN
200002,1439863289,80,6634,2,127,100361,10386,10386,NaN,1.33050563,103.8058034,NaN
200002,1439866889,79,6538,3,125,100402,10414,10414,NaN,1.33050563,103.8058034,NaN
200002,1439870489,81,6587,3,115,100364,10436,10436,NaN,1.33050563,103.8058034,NaN
200002,1439874089,80,6480,0,116,100357,10463,10463,NaN,1.33050563,103.8058034,NaN
200002,1439877689,81,6572,0,108,100400,10476,10476,NaN,1.33050563,103.8058034,NaN
200002,1439877819,82,6538,0,104,100417,10480,10480,NaN,1.33050563,103.8058034,NaN
200002,1439877829,82,6372,4,110,100420,10489,10489,NaN,1.33050563,103.8058034,NaN
200002,1439877839,83,6231,4,106,100392,10499,10499,NaN,1.330502697,103.8058055,NaN
200002,1439877849,85,6056,4,96,100382,10509,10509,NaN,1.330499764,103.8058075,NaN
200002,1439877859,85,6192,4,100,100382,10517,10517,NaN,1.330496831,103.8058096,NaN
200002,1439877869,86,6351,4,92,100420,10534,10534,NaN,1.330493898,103.8058116,NaN
200002,1439877879,86,6156,4,95,100424,10553,10553,NaN,1.330490965,103.8058137,NaN
200002,1439877889,86,6221,4,92,100458,10554,10554,NaN,1.330488031,103.8058157,NaN
200002,1439877899,84,6269,4,84,100482,10566,10566,NaN,1.330485098,103.8058178,NaN
200002,1439877909,84,6385,4,83,100441,10587,10587,NaN,1.330482165,103.8058199,NaN
200002,1439877919,84,6495,4,78,100444,10587,10587,NaN,1.330479232,103.8058219,NaN
200002,1439877929,84,6415,4,72,100432,10595,10595,NaN,1.330476299,103.805824,NaN
200002,1439877939,84,6227,4,79,100436,10601,10601,NaN,1.330473366,103.805826,NaN
200002,1439877949,83,6416,4,81,100449,10626,10626,NaN,1.330470432,103.8058281,NaN
200002,1439877959,84,6360,4,86,100442,10629,10629,NaN,1.330467499,103.8058302,NaN
200002,1439877969,85,6481,4,78,100475,10652,10652,NaN,1.330464566,103.8058322,NaN
200002,1439877979,84,6679,4,84,100502,10653,10653,NaN,1.330461633,103.8058343,NaN
200002,1439877989,84,6855,4,83,100549,10661,10661,NaN,1.3304587,103.8058363,NaN
200002,1439877999,85,6975,4,77,100584,10668,10668,NaN,1.330455767,103.8058384,NaN
200002,1439878009,86,6911,4,72,100539,10689,10689,NaN,1.330452833,103.8058404,NaN
200002,1439878019,85,6863,4,79,100579,10693,10693,NaN,1.3304499,103.8058425,NaN
200002,1439878029,84,6998,4,87,100591,10703,10703,NaN,1.330446967,103.8058446,NaN
200002,1439878039,83,7116,4,89,100583,10731,10731,NaN,1.330444034,103.8058466,NaN
200002,1439878049,83,7315,4,80,100593,10757,10757,NaN,1.330441101,103.8058487,NaN
200002,1439878059,81,7139,4,88,100553,10770,10770,NaN,1.330438167,103.8058507,NaN
200002,1439878069,81,7175,4,84,100528,10771,10771,NaN,1.330435234,103.8058528,NaN
200002,1439878079,82,7148,4,84,100536,10788,10788,NaN,1.330432301,103.8058548,NaN
200002,1439878089,83,7205,4,92,100534,10816,10816,NaN,1.330429368,103.8058569,NaN
200002,1439878099,82,7273,4,101,100518,10831,10831,NaN,1.330426435,103.805859,NaN
200002,1439878109,80,7368,4,105,100546,10854,10854,NaN,1.330423501,103.805861,NaN
200002,1439878119,78,7336,4,98,100595,10855,10855,NaN,1.330420568,103.8058631,NaN
200002,1439878129,77,7528,4,100,100598,10881,10881,NaN,1.330417635,103.8058651,NaN
200002,1439878139,76,7396,4,94,100554,10909,10909,NaN,1.330414702,103.8058672,NaN
200002,1439878149,78,7292,4,98,100521,10914,10914,NaN,1.330411769,103.8058692,NaN
200002,1439878159,78,7410,4,101,100534,10915,10915,NaN,1.330408836,103.8058713,NaN
200002,1439878169,79,7367,4,101,100528,10922,10922,NaN,1.330405902,103.8058734,NaN
200002,1439878179,78,7228,4,92,100498,10941,10941,NaN,1.330402969,103.8058754,NaN
200002,1439878189,76,7125,4,101,100526,10950,10950,NaN,1.330400036,103.8058775,NaN
200002,1439878199,76,7146,4,94,100560,10952,10952,NaN,1.330397103,103.8058795,NaN
200002,1439878209,74,7027,4,88,100518,10972,10972,NaN,1.33039417,103.8058816,NaN
200002,1439878219,74,7056,4,89,100522,10996,10996,NaN,1.330391236,103.8058836,NaN
200002,1439878229,72,6891,4,90,100537,11000,11000,NaN,1.330388303,103.8058857,NaN
200002,1439878239,72,6744,4,94,100562,11001,11001,NaN,1.33038537,103.8058878,NaN
200002,1439878249,73,6553,4,90,100566,11020,11020,NaN,1.330382437,103.8058898,NaN
200002,1439878259,74,6584,4,100,100565,11045,11045,NaN,1.330379504,103.8058919,NaN
200002,1439878269,72,6591,4,100,100530,11072,11072,NaN,1.33037657,103.8058939,NaN
200002,1439878279,74,6621,4,105,100537,11099,11099,NaN,1.330373637,103.805896,NaN
200002,1439878289,76,6718,4,96,100532,11114,11114,NaN,1.330370704,103.805898,NaN
200002,1439878299,74,6866,4,87,100575,11123,11123,NaN,1.330367771,103.8059001,NaN
200002,1439878309,76,7052,4,81,100603,11143,11143,NaN,1.330364838,103.8059022,NaN
200002,1439878319,74,6864,4,79,100645,11165,11165,NaN,1.330361904,103.8059042,NaN
200002,1439878329,75,6942,4,71,100619,11172,11172,NaN,1.330358971,103.8059063,NaN
200002,1439878339,73,6792,4,70,100642,11201,11201,NaN,1.330356038,103.8059083,NaN
200002,1439878349,73,6652,4,62,100655,11204,11204,NaN,1.330353105,103.8059104,NaN
200002,1439878359,71,6585,4,65,100669,11229,11229,NaN,1.330350171,103.8059124,NaN
200002,1439878369,71,6396,4,62,100653,11245,11245,NaN,1.330347238,103.8059145,NaN
200002,1439878379,71,6236,4,54,100620,11263,11263,NaN,1.330344305,103.8059166,NaN
200002,1439878389,70,6423,4,47,100612,11278,11278,NaN,1.330341372,103.8059186,NaN
200002,1439878399,71,6378,4,44,100569,11306,11306,NaN,1.330338439,103.8059207,NaN
200002,1439878409,70,6538,4,47,100600,11328,11328,NaN,1.330335505,103.8059227,NaN
200002,1439878419,72,6407,4,42,100611,11346,11346,NaN,1.330332572,103.8059248,NaN
200002,1439878429,70,6479,4,44,100612,11376,11376,NaN,1.330329639,103.8059268,NaN
200002,1439878439,71,6356,4,41,100590,11378,11378,NaN,1.330326706,103.8059289,NaN
200002,1439878449,71,6517,4,46,100563,11401,11401,NaN,1.330323773,103.8059309,NaN
200002,1439878459,72,6381,4,39,100557,11406,11406,NaN,1.330320839,103.805933,NaN
200002,1439878469,71,6384,4,48,100604,11426,11426,NaN,1.330317906,103.8059351,NaN
200002,1439878479,70,6212,4,41,100621,11427,11427,NaN,1.330314973,103.8059371,NaN
200002,1439878489,68,6282,4,46,100609,11431,11431,NaN,1.33031204,103.8059392,NaN
200002,1439878499,70,6167,4,53,100576,11454,11454,NaN,1.330309106,103.8059412,NaN
200002,1439878509,69,6282,4,62,100527,11455,11455,NaN,1.330306173,103.8059433,NaN
200002,1439878519,70,6302,4,72,100561,11456,11456,NaN,1.33030324,103.8059453,NaN
200002,1439878529,69,6127,4,66,100529,11460,11460,NaN,1.330300307,103.8059474,NaN
200002,1439878539,70,5961,4,64,100566,11484,11484,NaN,1.330297373,103.8059494,NaN
200002,1439878549,70,5897,4,61,100568,11507,11507,NaN,1.33029444,103.8059515,NaN
200002,1439878559,69,5890,4,62,100575,11518,11518,NaN,1.330291507,103.8059536,NaN
200002,1439878569,67,5716,4,62,100538,11532,11532,NaN,1.330288574,103.8059556,NaN
200002,1439878579,68,5679,4,56,100513,11534,11534,NaN,1.330285641,103.8059577,NaN
200002,1439878589,68,5710,4,51,100524,11536,11536,NaN,1.330282707,103.8059597,NaN
200002,1439878599,69,5662,4,49,100523,11565,11565,NaN,1.330279774,103.8059618,NaN
200002,1439878609,68,5694,4,43,100537,11574,11574,NaN,1.330276841,103.8059638,NaN
200002,1439878619,67,5844,4,41,100560,11586,11586,NaN,1.330273908,103.8059659,NaN
200002,1439878629,65,5657,4,33,100607,11608,11608,NaN,1.330270974,103.8059679,NaN
200002,1439878639,67,5618,4,27,100633,11624,11624,NaN,1.330268041,103.80597,NaN
200002,1439878649,66,5470,4,30,100658,11654,11654,NaN,1.330265108,103.805972,NaN
200002,1439878659,66,5536,4,23,100613,11673,11673,NaN,1.330262175,103.8059741,NaN
200002,1439878669,68,5599,4,13,100596,11681,11681,NaN,1.330259241,103.8059762,NaN
200002,1439878679,68,5754,4,6,100579,11692,11692,NaN,1.330256308,103.8059782,NaN
200002,1439878689,66,5925,4,12,100578,11709,11709,NaN,1.330253375,103.8059803,NaN
200002,1439878699,65,5889,4,21,100613,11722,11722,NaN,1.330250442,103.8059823,NaN
200002,1439878709,64,5820,4,14,100615,11749,11749,NaN,1.330247508,103.8059844,NaN
200002,1439878719,65,5842,4,20,100635,11769,11769,NaN,1.330244575,103.8059864,NaN
200002,1439878729,66,5699,4,28,100649,11774,11774,NaN,1.330241642,103.8059885,NaN
200002,1439878739,66,5830,4,24,100679,11794,11794,NaN,1.330238709,103.8059905,NaN
200002,1439878749,66,5845,4,20,100655,11817,11817,NaN,1.330235775,103.8059926,NaN
200002,1439878759,65,5824,4,26,100623,11844,11844,NaN,1.330232842,103.8059946,NaN
200002,1439878769,67,5919,4,34,100587,11857,11857,NaN,1.330229909,103.8059967,NaN
200002,1439878779,68,5932,4,24,100573,11862,11862,NaN,1.330226976,103.8059988,NaN
200002,1439878789,66,5772,4,25,100577,11865,11865,NaN,1.330224042,103.8060008,NaN
200002,1439878799,68,5950,4,23,100618,11870,11870,NaN,1.330221109,103.8060029,NaN
200002,1439878809,68,5756,4,14,100638,11883,11883,NaN,1.330218176,103.8060049,NaN
200002,1439878819,68,5939,4,7,100639,11889,11889,NaN,1.330215243,103.806007,NaN
200002,1439878829,68,5768,4,0,100635,11905,11905,NaN,1.330212309,103.806009,NaN
200002,1439878839,67,5858,4,-8,100667,11906,11906,NaN,1.330209376,103.8060111,NaN
200002,1439878849,69,5865,4,-11,100621,11919,11919,NaN,1.330206443,103.8060131,NaN
200002,1439878859,69,5814,4,-3,100670,11933,11933,NaN,1.33020351,103.8060152,NaN
200002,1439878869,69,5744,4,-5,100703,11946,11946,NaN,1.330200576,103.8060172,NaN
200002,1439878879,67,5916,4,-5,100683,11972,11972,NaN,1.330197643,103.8060193,NaN
200002,1439878889,66,6054,4,-14,100725,11975,11975,NaN,1.33019471,103.8060213,NaN
200002,1439878899,65,6064,4,-6,100728,11977,11977,NaN,1.330191777,103.8060234,NaN
200002,1439878909,67,6096,4,-3,100763,11992,11992,NaN,1.330188843,103.8060255,NaN
200002,1439878919,68,6000,4,-2,100792,12016,12016,NaN,1.33018591,103.8060275,NaN
200002,1439878929,69,5987,4,4,100760,12039,12039,NaN,1.330182977,103.8060296,NaN
200002,1439878939,69,5897,4,-5,100788,12052,12052,NaN,1.330180044,103.8060316,NaN
200002,1439878949,68,6076,4,1,100783,12071,12071,NaN,1.33017711,103.8060337,NaN
200002,1439878959,67,6015,4,-4,100785,12087,12087,NaN,1.330174177,103.8060357,NaN
200002,1439878969,67,5942,4,1,100816,12087,12087,NaN,1.330171244,103.8060378,NaN
200002,1439878979,67,5900,4,-8,100776,12110,12110,NaN,1.33016831,103.8060398,NaN
200002,1439878989,65,5725,4,-4,100788,12121,12121,NaN,1.330165377,103.8060419,NaN
200002,1439878999,66,5768,4,5,100756,12128,12128,NaN,1.330162444,103.8060439,NaN
200002,1439879009,66,5846,4,4,100713,12143,12143,NaN,1.330159511,103.806046,NaN
200002,1439879019,66,5966,4,3,100742,12149,12149,NaN,1.330156577,103.806048,NaN
200002,1439879029,67,5836,4,4,100775,12154,12154,NaN,1.330153644,103.8060501,NaN
200002,1439879039,65,5710,4,4,100737,12160,12160,NaN,1.330150711,103.8060521,NaN
200002,1439879049,66,5588,4,8,100785,12190,12190,NaN,1.330147777,103.8060542,NaN
200002,1439879059,64,5655,4,2,100794,12198,12198,NaN,1.330144844,103.8060563,NaN
200002,1439879069,65,5683,4,-7,100812,12225,12225,NaN,1.330141911,103.8060583,NaN
200002,1439879079,67,5871,4,-5,100831,12231,12231,NaN,1.330138978,103.8060604,NaN
200002,1439879089,68,5892,4,-6,100786,12236,12236,NaN,1.330136044,103.8060624,NaN
200002,1439879099,66,6046,4,-2,100752,12257,12257,NaN,1.330133111,103.8060645,NaN
200002,1439879109,66,5873,4,2,100758,12272,12272,NaN,1.330130178,103.8060665,NaN
200002,1439879119,66,5919,4,6,100765,12298,12298,NaN,1.330127244,103.8060686,NaN
200002,1439879129,66,5850,4,-3,100731,12319,12319,NaN,1.330124311,103.8060706,NaN
200002,1439879139,67,5871,4,4,100759,12324,12324,NaN,1.330121378,103.8060727,NaN
200002,1439879149,66,5705,4,12,100796,12348,12348,NaN,1.330118445,103.8060747,NaN
200002,1439879159,67,5767,4,10,100759,12355,12355,NaN,1.330115511,103.8060768,NaN
200002,1439879169,65,5589,4,1,100772,12358,12358,NaN,1.330112578,103.8060788,NaN
200002,1439879179,65,5456,4,-8,100775,12386,12386,NaN,1.330109645,103.8060809,NaN
200002,1439879189,63,5464,4,-2,100793,12387,12387,NaN,1.330106711,103.8060829,NaN
200002,1439879199,63,5414,4,-12,100787,12393,12393,NaN,1.330103778,103.806085,NaN
200002,1439879209,65,5509,4,-7,100801,12421,12421,NaN,1.330100845,103.806087,NaN
200002,1439879219,65,5399,4,-6,100764,12445,12445,NaN,1.330097912,103.8060891,NaN
200002,1439879229,64,5237,4,4,100743,12466,12466,NaN,1.330094978,103.8060911,NaN
200002,1439879239,63,5187,4,-6,100728,12477,12477,NaN,1.330092045,103.8060932,NaN
200002,1439879249,62,5272,4,-12,100727,12502,12502,NaN,1.330089112,103.8060952,NaN
200002,1439879259,61,5272,4,-13,100682,12530,12530,NaN,1.330086178,103.8060973,NaN
200002,1439879269,59,5415,4,-5,100637,12549,12549,NaN,1.330083245,103.8060993,NaN
200002,1439879279,58,5512,4,-7,100640,12570,12570,NaN,1.330080312,103.8061014,NaN
200002,1439879289,56,5471,4,-2,100626,12579,12579,NaN,1.330077378,103.8061035,NaN
200002,1439879299,54,5443,4,-2,100597,12583,12583,NaN,1.330074445,103.8061055,NaN
200002,1439879309,54,5557,4,-12,100626,12599,12599,NaN,1.330071512,103.8061076,NaN
200002,1439879319,55,5426,4,-4,100595,12623,12623,NaN,1.330068579,103.8061096,NaN
200002,1439879329,56,5296,4,-1,100624,12628,12628,NaN,1.330065645,103.8061117,NaN
200002,1439879339,57,5456,4,5,100669,12652,12652,NaN,1.330062712,103.8061137,NaN
200002,1439879349,58,5453,4,3,100651,12678,12678,NaN,1.330059779,103.8061158,NaN
200002,1439879359,58,5435,4,-3,100604,12698,12698,NaN,1.330056845,103.8061178,NaN
200002,1439879369,56,5566,4,-5,100627,12714,12714,NaN,1.330053912,103.8061199,NaN
200002,1439879379,56,5748,4,-3,100592,12735,12735,NaN,1.330050979,103.8061219,NaN
200002,1439879389,56,5862,4,-3,100594,12748,12748,NaN,1.330048045,103.806124,NaN
200002,1439879399,57,5896,4,-12,100621,12774,12774,NaN,1.330045112,103.806126,NaN
200002,1439879409,56,5892,4,-3,100630,12779,12779,NaN,1.330042179,103.8061281,NaN
200002,1439879419,57,5825,4,-1,100676,12805,12805,NaN,1.330039245,103.8061301,NaN
200002,1439879429,58,6010,4,2,100659,12827,12827,NaN,1.330036312,103.8061322,NaN
200002,1439879439,56,6168,4,-7,100691,12839,12839,NaN,1.330033379,103.8061342,NaN
200002,1439879449,55,6267,4,-1,100668,12867,12867,NaN,1.330030445,103.8061363,NaN
200002,1439879459,54,6268,4,-2,100712,12871,12871,NaN,1.330027512,103.8061383,NaN
200002,1439879469,52,6196,4,-2,100708,12886,12886,NaN,1.330024579,103.8061404,NaN
200002,1439879479,54,6255,4,-2,100685,12906,12906,NaN,1.330021646,103.8061424,NaN
200002,1439879489,54,6270,4,-9,100729,12911,12911,NaN,1.330018712,103.8061445,NaN
200002,1439879499,55,6248,4,-15,100776,12916,12916,NaN,1.330015779,103.8061465,NaN
200002,1439879509,56,6077,4,-14,100788,12946,12946,NaN,1.330012846,103.8061486,NaN
200002,1439879519,54,6095,4,-19,100838,12956,12956,NaN,1.330009912,103.8061506,NaN
200002,1439879529,53,6270,4,-27,100788,12965,12965,NaN,1.330006979,103.8061527,NaN
200002,1439879539,52,6403,4,-29,100812,12992,12992,NaN,1.330004046,103.8061547,NaN
200002,1439879549,52,6263,4,-20,100862,13008,13008,NaN,1.330001112,103.8061568,NaN
200002,1439879559,51,6410,4,-20,100834,13012,13012,NaN,1.329998179,103.8061588,NaN
200002,1439879569,50,6246,4,-14,100828,13019,13019,NaN,1.329995246,103.8061609,NaN
200002,1439879579,52,6198,4,-12,100845,13024,13024,NaN,1.329992312,103.8061629,NaN
200002,1439879589,54,6024,4,-19,100876,13034,13034,NaN,1.329989379,103.806165,NaN
200002,1439879599,55,5942,4,-12,100877,13050,13050,NaN,1.329986446,103.806167,NaN
200002,1439879609,53,5908,4,-9,100888,13074,13074,NaN,1.329983512,103.8061691,NaN
200002,1439879619,53,5941,4,-14,100916,13080,13080,NaN,1.329980579,103.8061711,NaN
200002,1439879629,51,5887,4,-10,100948,13083,13083,NaN,1.329977646,103.8061732,NaN
200002,1439879639,51,6080,4,-2,100925,13101,13101,NaN,1.329974712,103.8061752,NaN
200002,1439879649,53,6023,4,-5,100912,13128,13128,NaN,1.329971779,103.8061773,NaN
200002,1439879659,53,6105,4,3,100895,13151,13151,NaN,1.329968846,103.8061793,NaN
200002,1439879669,53,6005,4,5,100939,13153,13153,NaN,1.329965912,103.8061814,NaN
200002,1439879679,52,5822,4,5,100899,13181,13181,NaN,1.329962979,103.8061834,NaN
200002,1439879689,52,5900,4,5,100910,13206,13206,NaN,1.329960046,103.8061855,NaN
